category,word,cefr,cocaRank,sat,keepCore,reason,oxfordDef
yard-outdoor,"branch",b1,2159,Y,Y,manual-pin,"a part of a tree that grows out from the main stem and on which leaves, flowers and fruit grow"
yard-outdoor,"soil",b1,2244,,Y,manual-pin,"the top layer of the earth in which plants, trees, etc. grow"
yard-outdoor,"grass",a2,2490,,Y,manual-pin,"a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc."
yard-outdoor,"pot",b1,2548,,Y,manual-pin,"a deep round container used for cooking things in"
yard-outdoor,"dirt",b1,3098,,Y,manual-pin,"any substance that makes something dirty, for example dust, soil or mud"
yard-outdoor,"deck",b2,3171,,Y,manual-pin,"the top outside floor of a ship or boat"
yard-outdoor,"leaves",,,,,manual-pin,""
yard-outdoor,"lawn",c1,3653,,,manual-pin,"an area of ground covered in short grass in a garden or park, or used for playing a game on"
yard-outdoor,"trunk",,4090,,,manual-pin,""
yard-outdoor,"mud",b1,4210,,Y,manual-pin,"wet earth that is soft and sticky"
yard-outdoor,"bush",b2,4291,,,manual-pin,"a plant that grows thickly with several hard stems coming up from the root"
yard-outdoor,"pond",c1,4560,,,manual-pin,"a small area of still water, especially one that is artificial"
yard-outdoor,"weed",c1,4687,,,manual-pin,"a wild plant growing where it is not wanted, especially among crops or garden plants"
yard-outdoor,"backyard",,4817,,,manual-pin,""
yard-outdoor,"gardening",,,,,manual-pin,""
yard-outdoor,"trim",,,,,manual-pin,""
yard-outdoor,"grill",,,,,manual-pin,""
yard-outdoor,"patio",,,,,manual-pin,""
yard-outdoor,"cooler",,,,,manual-pin,""
yard-outdoor,"hose",,,,,manual-pin,""
yard-outdoor,"boulder",,,,,manual-pin,""
yard-outdoor,"sprinkler",,,,,manual-pin,""
yard-outdoor,"shovel",,,,,manual-pin,""
yard-outdoor,"rake",,,,,manual-pin,""
yard-outdoor,"broom",,,,,manual-pin,""
yard-outdoor,"wheelbarrow",,,,,manual-pin,""
yard-outdoor,"flowerbed",,,,,manual-pin,""
yard-outdoor,"mulch",,,,,manual-pin,""
yard-outdoor,"pebble",,,,,manual-pin,""
yard-outdoor,"puddle",,,,,manual-pin,""
yard-outdoor,"compost",,,,,manual-pin,""
yard-outdoor,"twig",,,,,manual-pin,""
yard-outdoor,"stump",,,,,manual-pin,""
yard-outdoor,"shrub",,,,,manual-pin,""
yard-outdoor,"hedge",,,,,manual-pin,""
yard-outdoor,"lawnmower",,,,,manual-pin,""
yard-outdoor,"sandbox",,,,,manual-pin,""
yard-outdoor,"swing set",,,,,manual-pin,""
yard-outdoor,"trampoline",,,,,manual-pin,""
yard-outdoor,"treehouse",,,,,manual-pin,""
yard-outdoor,"birdhouse",,,,,manual-pin,""
yard-outdoor,"beehive",,,,,manual-pin,""
yard-outdoor,"anthill",,,,,manual-pin,""
yard-outdoor,"spiderweb",,,,,manual-pin,""
yard-outdoor,"fertilizer",,,,,manual-pin,""
yard-outdoor,"pesticide",,,,,manual-pin,""
yard-outdoor,"pollen",,,,,manual-pin,""
yard-outdoor,"thorn",,,,,manual-pin,""
yard-outdoor,"planter",,,,,manual-pin,""
yard-outdoor,"trowel",,,,,manual-pin,""
yard-outdoor,"pruning shears",,,,,manual-pin,""
yard-outdoor,"leaf blower",,,,,manual-pin,""
yard-outdoor,"rake leaves",,,,,manual-pin,""
yard-outdoor,"mow",,,,,manual-pin,""
yard-outdoor,"prune",,,,,manual-pin,""
yard-outdoor,"fertilize",,,,,manual-pin,""
yard-outdoor,"firepit",,,,,manual-pin,""
yard-outdoor,"gazebo",,,,,manual-pin,""
yard-outdoor,"pergola",,,,,manual-pin,""
yard-outdoor,"awning",,,,,manual-pin,""
yard-outdoor,"umbrella",a1,,,Y,manual-pin,"an object with a round folding frame of long, straight pieces of metal covered with material, that you use to protect yo"
yard-outdoor,"lounger",,,,,manual-pin,""
yard-outdoor,"hammock",,,,,manual-pin,""
yard-outdoor,"barbecue",,,,,manual-pin,""
yard-outdoor,"lawn chair",,,,,manual-pin,""
yard-outdoor,"picnic table",,,,,manual-pin,""
yard-outdoor,"tree",a1,718,,Y,imsky:nouns/plants,"a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with l"
yard-outdoor,"garden",a1,1341,,Y,imsky:nouns/plants,"a piece of land next to or around your house where you can grow flowers, fruit, vegetables, etc., usually with a lawn (="
yard-outdoor,"forest",a2,1531,,Y,imsky:nouns/plants,"a large area of land that is thickly covered with trees"
yard-outdoor,"wood",a2,1572,,Y,imsky:nouns/plants,"the hard material that the trunk and branches of a tree are made of; this material when it is used to build or make thin"
yard-outdoor,"flower",a1,1850,,Y,imsky:nouns/plants,"the coloured part of a plant from which the seed or fruit develops. Flowers usually grow at the end of a stem and last o"
yard-outdoor,"fruit",a1,1947,,Y,imsky:nouns/plants,"the part of a plant that consists of one or more seeds and a soft inner part, can be eaten as food and usually tastes sw"
yard-outdoor,"leaf",b1,2025,,Y,imsky:nouns/plants,"a flat green part of a plant, growing from a stem or branch or from the root"
yard-outdoor,"seed",b1,2218,Y,,imsky:nouns/plants,"the small hard part produced by a plant, from which a new plant can grow"
yard-outdoor,"jungle",,4962,Y,,imsky:nouns/plants,""
yard-outdoor,"fern",,,Y,,imsky:nouns/plants,""
yard-outdoor,"spore",,,Y,,imsky:nouns/plants,""
yard-outdoor,"vein",c1,,Y,,imsky:nouns/plants,"any of the tubes that carry blood from all parts of the body towards the heart"
yard-outdoor,"shoot",b1,657,,,imsky:nouns/plants,"to fire a gun or other weapon; to fire something from a weapon"
yard-outdoor,"blade",c1,3631,,,imsky:nouns/plants,"the flat part of a knife, tool or machine, which has a sharp edge or edges for cutting"
yard-outdoor,"stem",c1,3829,,,imsky:nouns/plants,"the main long, thin part of a plant above the ground from which the leaves or flowers grow; a smaller part that grows fr"
yard-outdoor,"herb",b2,4464,,,imsky:nouns/plants,"a plant whose leaves, flowers or seeds are used to add taste to food, in medicines or for their pleasant smell. parsley,"
yard-outdoor,"tom",,,,,imsky:nouns/cats,""
yard-outdoor,"bean",a2,2771,,,imsky:nouns/plants,"a seed, or pod containing seeds, of a climbing plant, eaten as a vegetable. There are several types of bean and the plan"
yard-outdoor,"grove",,,,,imsky:nouns/plants,""
yard-outdoor,"oriental",,,,,imsky:nouns/cats,""
yard-outdoor,"sage",,,,,imsky:nouns/plants,""
yard-outdoor,"moss",,,,,imsky:nouns/plants,""
yard-outdoor,"cork",,,,,imsky:nouns/plants,""
yard-outdoor,"persian",,,,,imsky:nouns/cats,""
yard-outdoor,"shepherd",,,,,imsky:nouns/dogs,""
yard-outdoor,"dingo",,,,,imsky:nouns/dogs,""
yard-outdoor,"angora",,,,,imsky:nouns/cats,""
yard-outdoor,"balinese",,,,,imsky:nouns/cats,""
yard-outdoor,"bengal",,,,,imsky:nouns/cats,""
yard-outdoor,"birman",,,,,imsky:nouns/cats,""
yard-outdoor,"bobtail",,,,,imsky:nouns/cats,""
yard-outdoor,"bombay",,,,,imsky:nouns/cats,""
yard-outdoor,"burmese",,,,,imsky:nouns/cats,""
yard-outdoor,"calico",,,,,imsky:nouns/cats,""
yard-outdoor,"himalayan",,,,,imsky:nouns/cats,""
yard-outdoor,"javanese",,,,,imsky:nouns/cats,""
yard-outdoor,"korat",,,,,imsky:nouns/cats,""
yard-outdoor,"longhair",,,,,imsky:nouns/cats,""
yard-outdoor,"marmalade",,,,,imsky:nouns/cats,""
yard-outdoor,"siamese",,,,,imsky:nouns/cats,""
yard-outdoor,"siberian",,,,,imsky:nouns/cats,""
tools-repairs,"level",b1,354,,Y,manual-pin,"having a flat surface that does not slope"
tools-repairs,"cut",b1,467,,Y,manual-pin,"a wound caused by something sharp"
tools-repairs,"measure",b1,1032,,Y,manual-pin,"an official action that is done in order to achieve a particular aim"
tools-repairs,"spring",a1,1169,,Y,manual-pin,"the season between winter and summer when plants begin to grow"
tools-repairs,"replace",a2,1276,,Y,manual-pin,"to be used instead of somebody/something else; to do something instead of somebody/something else"
tools-repairs,"fix",b2,1482,,Y,manual-pin,"a solution to a problem, especially an easy or temporary one"
tools-repairs,"saw",,,,,manual-pin,""
tools-repairs,"mark",a2,1932,,Y,manual-pin,"a written or printed symbol that is used as a sign of something, for example the quality of something or who made or own"
tools-repairs,"paint",a1,1991,,Y,manual-pin,"a liquid that is put on surfaces to give them a particular colour; a layer of this liquid when it has dried on a surface"
tools-repairs,"gap",a2,2258,Y,Y,manual-pin,"a space where something is missing"
tools-repairs,"install",b2,2400,,Y,manual-pin,"to fix equipment or furniture into position so that it can be used"
tools-repairs,"adjust",b2,2464,,Y,manual-pin,"to change something slightly to make it more suitable for a new set of conditions or to make it work better"
tools-repairs,"switch",b2,2514,Y,Y,manual-pin,"a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off"
tools-repairs,"sand",b1,2522,,Y,manual-pin,"a substance that consists of very small fine grains of rock. Sand is found on beaches, in deserts, etc."
tools-repairs,"nut",a2,2984,,Y,manual-pin,"a small hard fruit with a very hard shell that grows on some trees"
tools-repairs,"screw",c1,3020,,Y,manual-pin,"a thin pointed piece of metal like a nail with a raised spiral line (called a thread) along it and a line or cross cut i"
tools-repairs,"plug",c1,,,,manual-pin,"a small plastic object with two or three metal pins that connects a piece of electrical equipment to the main supply of "
tools-repairs,"crack",b2,3406,,Y,manual-pin,"a line on the surface of something where it has broken but not split into separate parts"
tools-repairs,"patch",c1,3594,,,manual-pin,"a small area of something, especially one which is different from the area around it"
tools-repairs,"wallpaper",,,,,manual-pin,""
tools-repairs,"nail",b1,3678,,Y,manual-pin,"the thin hard layer covering the outer tip of the fingers or toes"
tools-repairs,"router",,,,,manual-pin,""
tools-repairs,"repair",b1,4204,,Y,manual-pin,"an act of repairing something"
tools-repairs,"drill",,4645,,,manual-pin,""
tools-repairs,"cord",,4915,,,manual-pin,""
tools-repairs,"leak",c1,5009,,,manual-pin,"a small hole that lets liquid or gas flow in or out of something by accident"
tools-repairs,"hammer",,5045,,,manual-pin,""
tools-repairs,"socket",,,,,manual-pin,""
tools-repairs,"jam",a2,,,Y,manual-pin,"a thick sweet substance made by boiling fruit with sugar, often sold in jars and spread on bread"
tools-repairs,"roller",,,,,manual-pin,""
tools-repairs,"toolbox",,,,,manual-pin,""
tools-repairs,"ladder",b2,,,,manual-pin,"a piece of equipment for climbing up and down a wall, the side of a building, etc., consisting of two lengths of wood or"
tools-repairs,"bolt",,,,,manual-pin,""
tools-repairs,"screwdriver",,,,,manual-pin,""
tools-repairs,"wrench",,,,,manual-pin,""
tools-repairs,"pliers",,,,,manual-pin,""
tools-repairs,"tape measure",,,,,manual-pin,""
tools-repairs,"glue",,,,,manual-pin,""
tools-repairs,"duct tape",,,,,manual-pin,""
tools-repairs,"sandpaper",,,,,manual-pin,""
tools-repairs,"paintbrush",,,,,manual-pin,""
tools-repairs,"stepstool",,,,,manual-pin,""
tools-repairs,"workbench",,,,,manual-pin,""
tools-repairs,"clamp",,,,,manual-pin,""
tools-repairs,"vise",,,,,manual-pin,""
tools-repairs,"hinge",,,,,manual-pin,""
tools-repairs,"latch",,,,,manual-pin,""
tools-repairs,"washer",,,,,manual-pin,""
tools-repairs,"mallet",,,,,manual-pin,""
tools-repairs,"crowbar",,,,,manual-pin,""
tools-repairs,"pickaxe",,,,,manual-pin,""
tools-repairs,"axe",,,,,manual-pin,""
tools-repairs,"chisel",,,,,manual-pin,""
tools-repairs,"plunger",,,,,manual-pin,""
tools-repairs,"utility knife",,,,,manual-pin,""
tools-repairs,"flashlight",,,,,manual-pin,""
tools-repairs,"extension cord",,,,,manual-pin,""
tools-repairs,"fuse",,,Y,,manual-pin,""
tools-repairs,"faucet",,,,,manual-pin,""
tools-repairs,"rust",,,Y,,manual-pin,""
tools-repairs,"clog",,,,,manual-pin,""
tools-repairs,"mildew",,,,,manual-pin,""
tools-repairs,"tighten",c1,,,,manual-pin,"to hold or fix something more securely in position; to make something or become more difficult to move, open or separate"
tools-repairs,"loosen",,,,,manual-pin,""
tools-repairs,"unclog",,,,,manual-pin,""
tools-repairs,"rewire",,,,,manual-pin,""
tools-repairs,"weld",,,,,manual-pin,""
tools-repairs,"solder",,,Y,,manual-pin,""
tools-repairs,"caulk",,,,,manual-pin,""
tools-repairs,"sealant",,,Y,,manual-pin,""
tools-repairs,"putty",,,,,manual-pin,""
tools-repairs,"epoxy",,,,,manual-pin,""
tools-repairs,"unscrew",,,,,manual-pin,""
tools-repairs,"stain",,,,,manual-pin,""
tools-repairs,"grout",,,,,manual-pin,""
tools-repairs,"spackle",,,,,manual-pin,""
tools-repairs,"pressure washer",,,,,manual-pin,""
tools-repairs,"shop vacuum",,,,,manual-pin,""
tools-repairs,"circular saw",,,,,manual-pin,""
tools-repairs,"jigsaw",,,,,manual-pin,""
tools-repairs,"angle grinder",,,,,manual-pin,""
tools-repairs,"lathe",,,,,manual-pin,""
tools-repairs,"soldering iron",,,,,manual-pin,""
home-items,"fan",a2,895,,Y,manual-pin,"a person who admires somebody/something or enjoys watching or listening to somebody/something very much"
home-items,"sheet",a2,2079,,Y,manual-pin,"a large piece of thin cloth used on a bed to lie on or lie under"
home-items,"iron",b1,2517,Y,Y,manual-pin,"a chemical element. Iron is a hard strong metal that is used to make steel and is also found in small quantities in bloo"
home-items,"remote",b1,3176,Y,Y,manual-pin,"far away from places where other people live"
home-items,"cabinet",c1,3362,Y,Y,manual-pin,"a group of senior members of a government that is responsible for advising and deciding on government policy"
home-items,"shelf",b1,3385,,Y,manual-pin,"a flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for thi"
home-items,"oven",a2,3395,,Y,manual-pin,"the part of a cooker that is like a box with a door on the front, in which food is cooked or heated"
home-items,"closet",,3591,,,manual-pin,""
home-items,"blanket",b2,3661,,Y,manual-pin,"a large cover, often made of wool, used especially on beds to keep people warm"
home-items,"curtain",b1,4222,,Y,manual-pin,"a piece of cloth that is hung to cover a window"
home-items,"carpet",a2,4452,,Y,manual-pin,"a piece of thick woven material made of wool, etc., used to cover the floor of a room or stairs; the material used for c"
home-items,"lamp",a2,4541,,Y,manual-pin,"a device that uses electricity, oil or gas to produce light"
home-items,"pillow",,4547,,Y,manual-pin,""
home-items,"vacuum",c1,,Y,,manual-pin,"a space that is completely empty of all substances, including all air or other gas"
home-items,"charger",,,,,manual-pin,""
home-items,"drawer",,4892,,,manual-pin,""
home-items,"microwave",,,,Y,manual-pin,""
home-items,"rug",,,,,manual-pin,""
home-items,"fridge",a2,,,Y,manual-pin,"a piece of electrical equipment in which food is kept cold so that it stays fresh"
home-items,"heater",,,,,manual-pin,""
home-items,"mattress",,,,,manual-pin,""
home-items,"duvet",,,,,manual-pin,""
home-items,"comforter",,,,,manual-pin,""
home-items,"blinds",,,,,manual-pin,""
home-items,"doormat",,,,,manual-pin,""
home-items,"cupboard",a2,,,Y,manual-pin,"a piece of furniture with doors and shelves used for storing dishes, food, clothes, etc."
home-items,"wardrobe",,,,,manual-pin,""
home-items,"dresser",,,,,manual-pin,""
home-items,"nightstand",,,,,manual-pin,""
home-items,"chandelier",,,,,manual-pin,""
home-items,"air conditioner",,,,,manual-pin,""
home-items,"freezer",,,,,manual-pin,""
home-items,"stove",,,,,manual-pin,""
home-items,"toaster",,,,,manual-pin,""
home-items,"kettle",,,,,manual-pin,""
home-items,"blender",,,,,manual-pin,""
home-items,"mixer",,,,,manual-pin,""
home-items,"dishwasher",,,,,manual-pin,""
home-items,"washer",,,,,manual-pin,""
home-items,"dryer",,,,,manual-pin,""
home-items,"power strip",,,,,manual-pin,""
home-items,"extension cord",,,,,manual-pin,""
home-items,"thermostat",,,,,manual-pin,""
home-items,"smoke detector",,,,,manual-pin,""
home-items,"fire extinguisher",,,,,manual-pin,""
home-items,"humidifier",,,,,manual-pin,""
home-items,"dehumidifier",,,,,manual-pin,""
home-items,"air purifier",,,,,manual-pin,""
home-items,"crockpot",,,,,manual-pin,""
home-items,"instant pot",,,,,manual-pin,""
home-items,"air fryer",,,,,manual-pin,""
home-items,"rice cooker",,,,,manual-pin,""
home-items,"food processor",,,,,manual-pin,""
home-items,"coffee maker",,,,,manual-pin,""
home-items,"espresso machine",,,,,manual-pin,""
home-items,"juicer",,,,,manual-pin,""
home-items,"stand mixer",,,,,manual-pin,""
home-items,"hand mixer",,,,,manual-pin,""
home-items,"spatula",,,,,manual-pin,""
home-items,"whisk",,,,,manual-pin,""
home-items,"tongs",,,,,manual-pin,""
home-items,"ladle",,,,,manual-pin,""
home-items,"colander",,,,,manual-pin,""
home-items,"strainer",,,,,manual-pin,""
home-items,"cutting board",,,,,manual-pin,""
home-items,"mixing bowl",,,,,manual-pin,""
home-items,"measuring cup",,,,,manual-pin,""
home-items,"baking sheet",,,,,manual-pin,""
home-items,"cookie sheet",,,,,manual-pin,""
home-items,"casserole dish",,,,,manual-pin,""
home-items,"tupperware",,,,,manual-pin,""
home-items,"food container",,,,,manual-pin,""
home-items,"pantry",,,,,manual-pin,""
home-items,"spice rack",,,,,manual-pin,""
home-items,"be",a1,2,,Y,core-fallback,"used when you are naming people or things, describing them or giving more information about them"
home-items,"have",a1,11,,Y,core-fallback,"to own, hold or possess something"
home-items,"do",a1,15,,Y,core-fallback,"used to refer to actions that you do not mention by name or do not know about"
home-items,"say",a1,26,,Y,core-fallback,"to speak or tell somebody something, using words"
home-items,"get",a1,34,,Y,core-fallback,"to receive something"
home-items,"can",a2,37,,Y,imsky:nouns/containers,"a metal container in which food and drink is sold"
home-items,"would",a1,49,,Y,core-fallback,"used in polite offers or invitations"
home-items,"just",a1,51,,Y,core-fallback,"only"
home-items,"see",a1,56,,Y,core-fallback,"to become aware of somebody/something by using your eyes"
home-items,"come",a1,61,,Y,core-fallback,"to move to or towards a person or place"
home-items,"take",a1,63,,Y,core-fallback,"to carry or move something from one place to another"
home-items,"want",a1,68,,Y,core-fallback,"to have a desire or a wish for something/somebody"
home-items,"could",a1,75,,Y,core-fallback,"used as the past tense of ‘can’"
home-items,"well",a1,87,,Y,core-fallback,"in good health"
home-items,"good",a1,93,,Y,core-fallback,"of high quality or an acceptable standard"
home-items,"give",a1,98,,Y,core-fallback,"to hand something to somebody so that they can look at it, use it or keep it for a time"
home-items,"should",a1,110,,Y,core-fallback,"used to show what is right, appropriate, etc., especially when criticizing somebody’s actions"
home-items,"only",a1,112,,Y,core-fallback,"used to say that no other or others of the same group exist or are there"
home-items,"right",a1,118,Y,Y,core-fallback,"true or correct as a fact"
home-items,"let",a1,122,,Y,core-fallback,"used for making suggestions or as a polite way of telling people what you want them to do"
home-items,"may",a1,127,,Y,core-fallback,"the fifth month of the year, between April and June"
home-items,"mean",a1,130,Y,Y,core-fallback,"to have something as a meaning in the same or another language"
home-items,"keep",a1,151,,Y,core-fallback,"to continue to have something and not give it back or throw it away"
home-items,"help",a1,155,,Y,core-fallback,"the act of helping somebody to do something"
home-items,"same",a1,158,,Y,core-fallback,"exactly the one or ones referred to or mentioned; not different"
home-items,"own",a1,160,,Y,core-fallback,"used to emphasize that something belongs to or is connected with somebody"
home-items,"high",a1,164,,Y,core-fallback,"measuring a long distance from the bottom to the top"
home-items,"become",a1,167,,Y,core-fallback,"to start to be something"
home-items,"happen",a1,170,,Y,core-fallback,"to take place, especially without being planned"
home-items,"show",a1,177,,Y,core-fallback,"a programme on television or the radio"
home-items,"hear",a1,184,,Y,core-fallback,"to be aware of sounds with your ears"
home-items,"believe",a1,189,,Y,core-fallback,"to feel certain that something is true or that somebody is telling you the truth"
home-items,"point",a1,193,Y,Y,core-fallback,"a thing that somebody says or writes giving their opinion or stating a fact"
home-items,"case",a2,205,,Y,imsky:nouns/containers,"a particular situation or a situation of a particular type"
home-items,"bring",a1,213,,Y,core-fallback,"to come to a place with somebody/something"
home-items,"money",a1,215,,Y,core-fallback,"what you earn by working or selling things, and use to buy things"
home-items,"next",a1,221,,Y,core-fallback,"coming straight after somebody/something in time, order or space"
home-items,"must",a1,228,,Y,core-fallback,"used to say that something is necessary or very important (sometimes involving a rule or a law)"
home-items,"bad",a1,229,,Y,core-fallback,"unpleasant; full of problems"
home-items,"different",a1,236,,Y,core-fallback,"not the same as somebody/something; not like somebody/something else"
home-items,"sure",a1,247,,Y,core-fallback,"confident that you know something or that you are right"
home-items,"name",a1,262,,Y,core-fallback,"a word or words that a particular person, animal, place or thing is known by"
home-items,"room",a1,264,,Y,yle:home,"a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose"
home-items,"lose",a1,273,,Y,core-fallback,"to be unable to find something/somebody"
home-items,"real",a1,280,,Y,core-fallback,"actually existing or happening and not imagined or pretended"
home-items,"best",a1,281,,Y,core-fallback,"of the most excellent type or quality"
home-items,"important",a1,297,,Y,core-fallback,"having a great effect on people or things; of great value"
home-items,"thank",a1,300,,Y,core-fallback,"to tell somebody that you are grateful for something"
home-items,"watch",a1,315,,Y,core-fallback,"a type of small clock that you wear on your wrist, or (in the past) carried in your pocket"
home-items,"include",a1,328,,Y,core-fallback,"if one thing includes another, it has the second thing as one of its parts"
home-items,"remember",a1,334,,Y,core-fallback,"to have or keep an image in your memory of an event, a person, a place, etc. from the past"
home-items,"enough",a1,352,,Y,core-fallback,"to the necessary degree"
home-items,"die",a1,371,,Y,core-fallback,"to stop living"
home-items,"buy",a1,375,,Y,core-fallback,"to obtain something by paying money for it"
home-items,"result",a1,376,,Y,core-fallback,"a thing that is caused or produced because of something else"
home-items,"send",a1,382,,Y,core-fallback,"to make something go or be taken to a place, especially by post, email, radio, etc."
bathroom-cleaning,"organize",a2,1895,,Y,manual-pin,"to make all the arrangements for something to happen or be provided"
bathroom-cleaning,"mirror",a2,2207,Y,Y,manual-pin,"a piece of special flat glass that reflects images, so that you can see yourself when you look in it"
bathroom-cleaning,"iron",b1,2517,Y,Y,manual-pin,"a chemical element. Iron is a hard strong metal that is used to make steel and is also found in small quantities in bloo"
bathroom-cleaning,"dust",b1,2635,,Y,manual-pin,"a fine powder that consists of very small pieces of sand, earth, etc."
bathroom-cleaning,"wipe",c1,2834,,Y,manual-pin,"to rub something against a surface, in order to remove dirt or liquid from it; to rub a surface with a cloth, etc. in or"
bathroom-cleaning,"tissue",b2,2948,,Y,manual-pin,"a piece of soft paper, used especially as a handkerchief"
bathroom-cleaning,"shower",a1,3093,,Y,manual-pin,"a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room t"
bathroom-cleaning,"sink",b1,3156,,Y,manual-pin,"to go down below the surface or towards the bottom of a liquid or soft substance"
bathroom-cleaning,"sweep",b2,3181,,Y,manual-pin,"to clean a room, surface, etc. using a broom (= a type of brush on a long handle)"
bathroom-cleaning,"toilet",a1,3730,,Y,manual-pin,"a large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body"
bathroom-cleaning,"brush",a2,3739,,,manual-pin,"an object made of short stiff hairs (called bristles) or wires set in a block of wood or plastic, usually attached to a "
bathroom-cleaning,"towel",a2,3976,,Y,manual-pin,"a piece of cloth or paper used for drying things, especially your body"
bathroom-cleaning,"drain",c1,4354,,,manual-pin,"to make something empty or dry by removing the liquid from it; to become empty or dry in this way"
bathroom-cleaning,"spray",,,,,manual-pin,""
bathroom-cleaning,"soap",a2,4709,,Y,manual-pin,"a substance that you use with water for washing your body"
bathroom-cleaning,"perfume",,,,,manual-pin,""
bathroom-cleaning,"tub",,,,,manual-pin,""
bathroom-cleaning,"foam",,,,,manual-pin,""
bathroom-cleaning,"mold",,,,,manual-pin,""
bathroom-cleaning,"flush",,,,,manual-pin,""
bathroom-cleaning,"showerhead",,,,,manual-pin,""
bathroom-cleaning,"toilet paper",,,,,manual-pin,""
bathroom-cleaning,"washcloth",,,,,manual-pin,""
bathroom-cleaning,"sponge",,,,,manual-pin,""
bathroom-cleaning,"rag",,,Y,,manual-pin,""
bathroom-cleaning,"mop",,,,,manual-pin,""
bathroom-cleaning,"broom",,,,,manual-pin,""
bathroom-cleaning,"dustpan",,,,,manual-pin,""
bathroom-cleaning,"detergent",,,,,manual-pin,""
bathroom-cleaning,"bleach",,,,,manual-pin,""
bathroom-cleaning,"disinfectant",,,,,manual-pin,""
bathroom-cleaning,"shampoo",,,,,manual-pin,""
bathroom-cleaning,"conditioner",,,,,manual-pin,""
bathroom-cleaning,"lotion",,,,,manual-pin,""
bathroom-cleaning,"razor",,,,,manual-pin,""
bathroom-cleaning,"shaving cream",,,,,manual-pin,""
bathroom-cleaning,"toothbrush",,,,,manual-pin,""
bathroom-cleaning,"toothpaste",,,,,manual-pin,""
bathroom-cleaning,"floss",,,,,manual-pin,""
bathroom-cleaning,"mouthwash",,,,,manual-pin,""
bathroom-cleaning,"shower curtain",,,,,manual-pin,""
bathroom-cleaning,"bath mat",,,,,manual-pin,""
bathroom-cleaning,"plunger",,,,,manual-pin,""
bathroom-cleaning,"air freshener",,,,,manual-pin,""
bathroom-cleaning,"scented candle",,,,,manual-pin,""
bathroom-cleaning,"sanitizer",,,,,manual-pin,""
bathroom-cleaning,"antibacterial",,,,,manual-pin,""
bathroom-cleaning,"antiperspirant",,,,,manual-pin,""
bathroom-cleaning,"deodorant",,,,,manual-pin,""
bathroom-cleaning,"cologne",,,,,manual-pin,""
bathroom-cleaning,"tweezers",,,,,manual-pin,""
bathroom-cleaning,"nail clippers",,,,,manual-pin,""
bathroom-cleaning,"cotton swab",,,,,manual-pin,""
bathroom-cleaning,"cotton ball",,,,,manual-pin,""
bathroom-cleaning,"hairdryer",,,,,manual-pin,""
bathroom-cleaning,"comb",,,,,manual-pin,""
bathroom-cleaning,"curling iron",,,,,manual-pin,""
bathroom-cleaning,"flat iron",,,,,manual-pin,""
bathroom-cleaning,"stain",,,,,manual-pin,""
bathroom-cleaning,"mildew",,,,,manual-pin,""
bathroom-cleaning,"crumbs",,,,,manual-pin,""
bathroom-cleaning,"lint",,,,,manual-pin,""
bathroom-cleaning,"grime",,,,,manual-pin,""
bathroom-cleaning,"grease",,,,,manual-pin,""
bathroom-cleaning,"scrub",,,,,manual-pin,""
bathroom-cleaning,"rinse",,,,,manual-pin,""
bathroom-cleaning,"soak",c1,,,,manual-pin,"to put something in liquid for a time so that it becomes completely wet; to become completely wet in this way"
bathroom-cleaning,"lather",,,,,manual-pin,""
bathroom-cleaning,"tidy up",,,,,manual-pin,""
bathroom-cleaning,"declutter",,,,,manual-pin,""
bathroom-cleaning,"sanitize",,,,,manual-pin,""
bathroom-cleaning,"disinfect",,,Y,,manual-pin,""
bathroom-cleaning,"launder",,,,,manual-pin,""
bathroom-cleaning,"fold laundry",,,,,manual-pin,""
bathroom-cleaning,"change sheets",,,,,manual-pin,""
bathroom-cleaning,"take out trash",,,,,manual-pin,""
bathroom-cleaning,"recycle",,,,,manual-pin,""
texture-surface,"firm",b2,1202,,Y,manual-pin,"a business or company"
texture-surface,"soft",a2,1762,,Y,manual-pin,"changing shape easily when pressed; not stiff or hard"
texture-surface,"plastic",a2,1930,Y,Y,manual-pin,"made of plastic"
texture-surface,"solid",b1,2158,Y,Y,manual-pin,"hard; not in the form of a liquid or gas"
texture-surface,"rough",b1,2847,,Y,manual-pin,"having a surface that is not even or regular"
texture-surface,"smooth",b1,2903,,Y,manual-pin,"completely flat and even, without any rough areas or holes"
texture-surface,"liquid",b1,,Y,,manual-pin,"in the form of a liquid; not a solid or a gas"
texture-surface,"tender",c1,4733,,,manual-pin,"kind, gentle and loving"
texture-surface,"transparent",c1,,Y,,manual-pin,"allowing you to see through it"
texture-surface,"metallic",,,,,manual-pin,""
texture-surface,"sticky",b2,,,,manual-pin,"made of or covered in a substance that sticks to things that touch it"
texture-surface,"hollow",b2,,,,manual-pin,"having a hole or empty space inside"
texture-surface,"slippery",,,,,manual-pin,""
texture-surface,"dusty",,,,,manual-pin,""
texture-surface,"greasy",,,,,manual-pin,""
